ActorID,ActorFirstName,ActorMiddleName,ActorLastName,Birthday,Description,Nationality
5727,Diedrich,NULL,Bader,1966-12-24,"From Wikipedia, the free encyclopedia.

Karl ","Alexandria, Virginia, U.S"
5823,Julie,NULL,Andrews,1935-10-01,"From Wikipedia, the free encyclopedia.  

Dam","Walton-on-Thames, Surrey,"
5887,Catalina,Sandino,Moreno,1981-04-19,"From Wikipedia, the free encyclopedia.

Catal","Bogota, Colombia"
5915,Jaime,NULL,King,1979-04-23,"From Wikipedia, the free encyclopedia

Jaime ","Omaha, Nebraska"
5916,Rosario,NULL,Dawson,1979-05-09,"From Wikipedia, the free encyclopedia

Rosari","New York City, New York, "
5950,Seymour,NULL,Cassel,1935-01-22,"​From Wikipedia, the free encyclopedia.  

Se"," Detroit, Michigan, USA"
5953,Spike,NULL,Jonze,1969-10-22,"From Wikipedia, the free encyclopedia.

Spike","Rockville, Maryland, USA"
5960,Mary,Kay,Place,1947-09-23,"From Wikipedia, the free encyclopedia.

Mary ","Tulsa, Oklahoma, USA"
6018,Daniel,NULL,Duval,1944-11-28,,"Vitry-sur-Seine, France"
6065,Dennis,NULL,Quaid,1954-04-09,"From Wikipedia, the free encyclopedia.

Denni","Houston, Texas, USA"
6066,Dash,NULL,Mihok,1974-05-24,"​From Wikipedia, the free encyclopedia

Dashi","New York City, New York, "
6071,Sasha,NULL,Roiz,1973-10-21,"From Wikipedia, the free encyclopedia.

Sasha","Tel Aviv, Israel"
6079,Ivan,NULL,Shvedoff,0000-00-00,,
6091,August,NULL,Diehl,1976-01-04,"From Wikipedia, the free encyclopedia.

Augus",Berlin
6120,Bodil,NULL,Jørgensen,1961-03-03,"From Wikipedia, the free encyclopedia.

Bodil",Denmark
6161,Jennifer,NULL,Connelly,1970-12-12,"Jennifer Lynn Connelly (born December 12, 197","Catskill Mountains, New Y"
6162,Paul,NULL,Bettany,1971-05-27,"Paul Bettany was born into a theatre family. ","Harlesden, London, Englan"
6163,Adam,NULL,Goldberg,1970-10-25,"From Wikipedia, the free encyclopedia.

Adam ","Santa Monica, California,"
6164,Josh,NULL,Lucas,1971-06-20,"Over his career, Josh Lucas has worked with m","Little Rock, Arkansas, US"
6165,Anthony,NULL,Rapp,1971-10-26,"From Wikipedia, the free encyclopedia

Anthon","Joliet, Illinois, USA"
6166,Jason,NULL,Gray-Stanford,1970-05-19,,
6167,Judd,NULL,Hirsch,1935-03-15,"From Wikipedia, the free encyclopedia.

Judd ","The Bronx, New York, USA"
6168,Austin,NULL,Pendleton,1940-03-27,"​From Wikipedia, the free encyclopedia.  

Au","Warren, Ohio, U.S."
6169,Vivien,NULL,Cardone,1993-04-14,,
6170,Jillie,NULL,Simon,0000-00-00,,
6171,Victor,NULL,Steinbach,0000-00-00,,
6172,Tanya,NULL,Clarke,1972-02-02,,"Chicago - Illinois - USA"
6173,Thomas,F.,Walsh,0000-00-00,,
6174,Jesse,NULL,Doran,0000-00-00,,
6175,Kent,NULL,Cassella,0000-00-00,,
6176,Patrick,NULL,Blindauer,0000-00-00,,
6177,John,NULL,Blaylock,0000-00-00,,
6178,Roy,NULL,Thinnes,1938-04-06,,
6179,Anthony,NULL,Easton,0000-00-00,,
6180,Cheryl,NULL,Howard,1953-12-23,,"Glendale, California USA"
6181,Josh,NULL,Pais,1964-06-21,"From Wikipedia, the free encyclopedia.

Josh ","New York City, New York, "
6182,David,B.,Allen,0000-00-00,,
6183,Michael,NULL,Esper,0000-00-00,"Michael Esper is an actor.",
6193,Leonardo,NULL,DiCaprio,1974-11-11,"Leonardo Wilhelm DiCaprio (born November 11, ","Los Angeles, California, "
6194,Claire,NULL,Danes,1979-04-12,"From Wikipedia, the free encyclopedia 

Clair","Manhattan, New York, U.S."
6195,Harold,Perrineau,Jr.,1963-08-07,"From Wikipedia, the free encyclopedia.  Harol"," Brooklyn, New York, Unit"
6197,Brian,NULL,Dennehy,1938-07-09,"​From Wikipedia, the free encyclopedia.    Br","Bridgeport, Connecticut, "
6198,Vondie,NULL,Curtis-Hall,1956-09-30,"From Wikipedia, the free encyclopedia

Vondie","Detroit, Michigan, U.S."
6199,Miriam,NULL,Margolyes,1941-05-18,"From Wikipedia, the free encyclopedia.  Miria","Oxford, England"
6217,Anupam,NULL,Kher,1955-03-07,"From Wikipedia, the free encyclopedia.

Anupa","Shimla, Himachal Pradesh,"
6280,Powers,NULL,Boothe,1948-06-01,"From Wikipedia, the free encyclopedia.

Power","Snyder, Texas, U.S."
6283,Michael,NULL,Nyqvist,1960-11-08,"From Wikipedia, the free encyclopedia

Rolf Å","Stockholm, Stockholms län"
6321,Valente,NULL,Rodriguez,0000-00-00,,
6352,Jane,NULL,Fonda,1937-12-21,"​From Wikipedia, the free encyclopedia

Jane ","New York City - New York "
6365,Desmond,NULL,Harrington,1976-10-19,"From Wikipedia, the free encyclopedia.  Desmo","Savannah, Georgia, U.S."
6368,Embeth,NULL,Davidtz,1965-08-11,"From Wikipedia, the free encyclopedia.

 Embe","Lafayette, Indiana, USA"
6383,Aaron,NULL,Eckhart,1968-03-12,"Aaron Edward Eckhart is an American film and ","Cupertino, California, US"
6384,Keanu,NULL,Reeves,1964-09-02,"Keanu Charles Reeves is a Canadian actor. Ree","Beirut, Lebanon"
6407,Marley,NULL,Shelton,1974-04-12,"From Wikipedia, the free encyclopedia.  Marle","Los Angeles, California, "
6408,Nick,NULL,Stahl,1979-12-05,"From Wikipedia, the free encyclopedia.  Nicol","Harlingen, Texas, USA"
6413,Danny,NULL,Huston,1962-05-14,"From Wikipedia, the free encyclopedia

Daniel","Rome, Italy"
6416,Polly,NULL,Walker,1966-05-19,"From Wikipedia, the free encyclopedia

Polly ","Warrington - Cheshire - E"
6438,Stephen,NULL,Pearlman,1935-02-26,,
6497,Naseeruddin,NULL,Shah,1950-07-20,"From Wikipedia, the free encyclopedia.

Nasee","Barabanki, Uttar Pradesh,"
6542,Isaac,NULL,Hayes,1942-08-20,"​From Wikipedia, the free encyclopedia  Isaac","Covington, Tennessee, USA"
6573,William,NULL,Sadler,1950-04-13,"​From Wikipedia, the free encyclopedia.  

Wi","Buffalo, New York, USA"
6574,Clancy,NULL,Brown,1959-01-05,"From Wikipedia, the free encyclopedia.

Clare","Urbana - Ohio - USA"
6575,Gil,NULL,Bellows,1967-06-28,"From Wikipedia, the free encyclopedia.

Gil B","Vancouver, British Columb"
6576,Mark,NULL,Rolston,1956-12-07,"From Wikipedia, the free encyclopedia.

Mark ","Baltimore, Maryland, USA"
6577,James,NULL,Whitmore,1921-10-01,"Born on October 1, 1921, just outside New Yor","White Plains, New York, U"
6579,Brian,NULL,Delate,1949-04-08,"After college graduation, Delate moved to New","Trenton, New Jersey, USA"
6585,Perla,NULL,Haney-Jardine,1997-07-17,"​From Wikipedia, the free encyclopedia

Perla","Rio De Janeiro, Brazil"
6613,Minnie,NULL,Driver,1970-01-31,"​From Wikipedia, the free encyclopedia

Minni","Finsbury Park, London, En"
6614,Cole,NULL,Hauser,1975-03-22,"Cole Kenneth Hauser (born March 22, 1975) is ","Santa Barbara, California"
6692,Caroline,NULL,Goodall,1959-11-13,"From Wikipedia, the free encyclopedia.

Carol","London, England, UK"
6701,Norbert,NULL,Weisser,1946-07-09,"From Wikipedia, the free encyclopedia.  Norbe","Neu-Isenburg, Germany"
6719,Ray,NULL,Wise,1947-08-20,"From Wikipedia, the free encyclopedia.

Raymo","Akron, Ohio, USA"
6725,Russ,NULL,Tamblyn,1934-12-30,"From Wikipedia, the free encyclopedia

Russel","Los Angeles, California, "
6730,Sacha,Baron,Cohen,1971-10-13,"From Wikipedia, the free encyclopedia.

Sacha","Hammersmith, London, Engl"
6751,Siobhan,NULL,Fallon,1961-05-13,"​From Wikipedia, the free encyclopedia

Siobh","Syracuse, New York, USA"
6752,Željko,NULL,Ivanek,1957-08-15,"From Wikipedia, the free encyclopedia

Željko","Ljubljana - Slovenia"
6804,Graham,NULL,Greene,1952-06-22,"From Wikipedia, the free encyclopedia.

Graha","Six Nations Reserve, Onta"
6807,Sam,NULL,Rockwell,1968-11-05,"Sam Rockwell (born November 5, 1968) is an Am","Daly City, California"
6818,Werner,NULL,Herzog,1942-09-05,"From Wikipedia, the free encyclopedia.

Werne","Munich, Germany"
6832,Melissa,NULL,Leo,1960-09-14,"American actress Melissa Chessington Leo made","New York City, New York, "
6856,Kurt,NULL,Russell,1951-03-17,"Kurt Vogel Russell (born March 17, 1951) is a","Springfield, Massachusett"
6858,Mike,NULL,Vogel,1979-07-17,"From Wikipedia, the free encyclopedia.

Micha","Abington, Pennsylvania, U"
6860,Jimmy,NULL,Bennett,1996-02-09,"​From Wikipedia, the free encyclopedia

James","Seal Beach, California, U"
6862,Freddy,NULL,Rodríguez,1975-01-17,"From Wikipedia, the free encyclopedia.

Fredd","Chicago, Illinois, USA"
6885,Charlize,NULL,Theron,1975-08-07,"From Wikipedia, the free encyclopedia.

Heigh","Benoni - Gauteng - South "
6886,Christina,NULL,Ricci,1980-02-12,"From Wikipedia, the free encyclopedia Christi","Santa Monica, California,"
6905,Bruce,NULL,Dern,1936-06-04,"From Wikipedia, the free encyclopedia

Bruce ","Chicago, Illinois, USA"
6937,Lawrence,NULL,Tierney,1919-03-15,"From Wikipedia, the free encyclopedia.

Lawre","Brooklyn, New York"
6938,Randy,NULL,Brooks,1950-01-30,,"New York City, New York, "
6939,Edward,NULL,Bunker,1933-12-31,,
6941,Cameron,NULL,Diaz,1972-08-30,"Cameron Michelle Diaz (born August 30, 1972 h","San Diego - California - "
6944,Octavia,NULL,Spencer,1972-05-15,"From Wikipedia, the free encyclopedia.  Octav","Montgomery, Alabama, USA"
6945,K.,K.,Dodds,0000-00-00,,
6949,John,NULL,Malkovich,1953-12-09,"John Gavin Malkovich (December 9, 1953) was b","Christopher, Illinois, US"
6951,W.,Earl,Brown,1963-09-07,,
6968,Hugh,NULL,Jackman,1968-10-12,"Hugh Michael Jackman (born 12 October 1968) i","Sydney, New South Wales, "
6972,Ian,NULL,McShane,1942-09-29,"From Wikipedia, the free encyclopedia.

Ian D","Blackburn, Lancashire, En"
7004,Paul,NULL,Sorvino,1939-04-13,"From Wikipedia, the free encyclopedia.  Paul ","Brooklyn, New York, U.S."
7026,Rhys,NULL,Ifans,1968-07-22,"From Wikipedia, the free encyclopedia.

Rhys ","Haverfordwest - Pembrokes"
7031,Julian,NULL,Rhind-Tutt,1968-07-20,,
7036,Eric,NULL,Stoltz,1961-09-30,"​From Wikipedia, the free encyclopedia

Eric ","Whittier - California - U"
7055,Sienna,NULL,Guillory,1975-03-16,"From Wikipedia, the free encyclopedia.

Sienn","Kettering, England, UK"
7056,Emma,NULL,Thompson,1959-04-15,"Emma Thompson (born 15 April 1959) is a Briti","Paddington, London, Engla"
7059,Heike,NULL,Makatsch,1971-08-13,"Makatsch was born in Düsseldorf, Germany, the","Düsseldorf, Germany"
7060,Martin,NULL,Freeman,1971-09-08,"Martin John C. Freeman (born 8 September 1971","Aldershot, Hampshire, Eng"
7071,Louise,NULL,Fletcher,1934-07-22,"​From Wikipedia, the free encyclopedia.

Loui","Birmingham, Alabama, USA"
7072,William,NULL,Redfield,1927-01-26,"From Wikipedia, the free encyclopedia.

Willi","New York City, New York, "
7073,Michael,NULL,Berryman,1948-09-04,"​From Wikipedia, the free encyclopedia.

Mich","Los Angeles, California, "
7075,Dean,R.,Brooks,0000-00-00,,
7077,Scatman,NULL,Crothers,1910-05-23,"​From Wikipedia, the free encyclopedia

Benja","Terre Haute, Indiana, USA"
7079,William,NULL,Duell,1923-08-30,,
7085,Sydney,NULL,Lassick,1922-07-23,,
7090,Kelsey,NULL,Grammer,1955-02-21,"From Wikipedia, the free encyclopedia.

Allen","St. Thomas, U.S. Virgin I"
7132,Vincent,NULL,D'Onofrio,1959-06-30,"From Wikipedia, the free encyclopedia.

Vince","Brooklyn, New York, USA"
7133,Max,NULL,Casella,1967-06-06,,
7137,Juliet,NULL,Landau,1965-03-30,"​From Wikipedia, the free encyclopedia.  

Ju","Juliet Rose Landau Los An"
7139,Norman,NULL,Alden,1924-09-13,,"Forth Worth, Texas, USA"
7164,Frank,NULL,Vincent,1939-08-04,"From Wikipedia, the free encyclopedia

Frank ","North Adams, Massachusett"
7167,Don,NULL,Rickles,1926-05-08,"From Wikipedia, the free encyclopedia.  Donal","Queens, New York, U.S."
7192,Leo,NULL,McKern,1920-03-16,"From Wikipedia, the free encyclopedia

Regina","Sydney, New South Wales, "
7210,Kathleen,NULL,Freeman,1919-02-17,,
7218,Kristanna,NULL,Loken,1979-10-08,"From Wikipedia, the free encyclopedia  Krista","Ghent, New York, USA"
7219,David,NULL,Andrews,0000-00-00,"David Andrews (born 1952) is an American acto","Baton Rouge - Louisiana -"
7220,Mark,NULL,Famiglietti,1979-09-26,,
7221,Moira,NULL,Harris,1954-07-20,,
7222,Chopper,NULL,Bernet,0000-00-00,,
7223,Christopher,NULL,Lawford,1955-03-29,"From Wikipedia, the free encyclopedia  Christ","Santa Monica, California,"
7226,Alana,NULL,Curry,1980-05-05,,
7242,Temuera,NULL,Morrison,1960-12-26,"From Wikipedia, the free encyclopedia

Temuer","Rotorua, North Island, Ne"
7244,Julian,NULL,Arahanga,0000-00-00,,
7248,Cliff,NULL,Curtis,1968-07-27,"​From Wikipedia, the free encyclopedia.

Clif","Rotorua, North Island, Ne"
7268,Max,NULL,Perlich,1968-03-28,"From Wikipedia, the free encyclopedia

Max Pe","Cleveland, Ohio, U.S."
7333,Darren,NULL,McGavin,1922-05-07,"​From Wikipedia, the free encyclopedia.  

Da","Spokane, Washington, U.S."
7399,Ben,NULL,Stiller,1965-11-30,"​Benjamin Edward ""Ben"" Stiller (born November","New York City, New York, "
7400,Lee,NULL,Evans,1964-02-25,"From Wikipedia, the free encyclopedia

Lee Ev","Avonmouth, Bristol, Engla"
7401,Lin,NULL,Shaye,1943-10-12,"From Wikipedia, the free encyclopedia.

Linda","Detroit, Michigan, USA"
7404,Sarah,NULL,Silverman,1970-12-01,"From Wikipedia, the free encyclopedia.

Sarah","Bedford, New Hampshire, U"
7431,Kevin,NULL,Zegers,1984-09-19,"​From Wikipedia, the free encyclopedia.  

Ke","Woodstock, Ontario, Canad"
7447,Alec,NULL,Baldwin,1958-04-03,"Alexander Rae ""Alec"" Baldwin III (born April ","Amityville, New York, USA"
7470,Meat,NULL,Loaf,1947-09-27,"​From Wikipedia, the free encyclopedia

Micha","Dallas, Texas, USA"
7471,Zach,NULL,Grenier,1954-02-12,,
7472,Richmond,NULL,Arquette,1963-08-21,,"New York City, USA"
7487,David,NULL,Bowie,1947-01-08,"From Wikipedia, the free encyclopedia.

David","Brixton, London, England,"
7497,Holt,NULL,McCallany,1964-09-03,,
7498,Eion,NULL,Bailey,1976-06-08,"From Wikipedia, the free encyclopedia.

Eion ","Santa Ynez Valley, Califo"
7499,Jared,NULL,Leto,1971-12-26,"Jared Joseph Leto (born December 26, 1971) is","Bossier City, Louisiana, "
7502,Ernest,NULL,Borgnine,1917-01-24,"Ernest Borgnine was born Ermes Effron Borgnin","Hamden, Connecticut, USA"
7517,Kate,NULL,Bosworth,1983-01-02,"From Wikipedia, the free encyclopedia

Cather","Los Angeles, California, "
7624,Stan,NULL,Lee,1922-12-28,"From Wikipedia, the free encyclopedia

Stan L","New York City, New York, "
7668,Hume,NULL,Cronyn,1911-07-18,"From Wikipedia, the free encyclopedia.  Hume ","London, Ontario, Canada"
7672,Reginald,NULL,VelJohnson,1952-08-16,"From Wikipedia, the free encyclopedia.

Regin","Queens, New York, USA"
7673,Bonnie,NULL,Bedelia,1948-03-25,"From Wikipedia, the free encyclopedia.

Bonni","New York City, New York, "
7674,Alexander,NULL,Godunov,1949-11-28,"From Wikipedia, the free encyclopedia.

Alexa","Sakhalin, Russian SFSR, U"
7675,Paul,NULL,Gleason,1939-05-04,"From Wikipedia, the free encyclopedia

Paul X","Jersey City, New Jersey, "
7676,William,NULL,Atherton,1947-07-30,"From Wikipedia, the free encyclopedia

Willia","Orange, Connecticut, USA"
7677,De'voreaux,NULL,White,0000-00-00,,
7678,Hart,NULL,Bochner,1956-10-03,"​From Wikipedia, the free encyclopedia.

Hart","Toronto, Ontario, Canada"
7679,Dennis,NULL,Hayden,0000-00-00,,
7682,Anthony,NULL,Dawson,1916-10-18,,
7727,Phil,NULL,Tippett,0000-00-00,,
7803,Christian,NULL,Berkel,1957-10-28,"From Wikipedia, the free encyclopedia.

Chris","Berlin, Germany"
7804,Oliver,NULL,Stokowski,1962-08-08,,
7882,Jeff,NULL,Pidgeon,0000-00-00,,
7904,Billy,NULL,Crystal,1948-03-14,"From Wikipedia, the free encyclopedia  Willia","Long Beach, Long Island, "
7907,John,NULL,Ratzenberger,1947-04-06,,"Bridgeport - Connecticut "
7908,Frank,NULL,Oz,1944-05-25,"From Wikipedia, the free encyclopedia.

Frank","Hereford, Herefordshire, "
7911,Joe,NULL,Ranft,1960-03-13,,
7960,Jerome,NULL,Ranft,0000-00-00,,
7962,Lou,NULL,Romano,1972-04-15,"From Wikipedia, the free encyclopedia.  Lou R","San Diego, California"
8029,Jimmy,NULL,Hayward,0000-00-00,,
8167,Paul,NULL,Walker,1973-09-12,"Paul William Walker IV (September 12, 1973 – ","Glendale, California, USA"
8169,Tyrese,NULL,Gibson,1978-12-30,"Tyrese Darnell Gibson was born on December 30","Los Angeles, California, "
8170,Eva,NULL,Mendes,1974-03-05,"Eva Mendes (born March 5, 1974) is an America","Miami, Florida, USA"
8171,Ludacris,,,1977-09-11,"Christopher Brian Bridges, better known by hi","Champaign, Illinois, USA"
8177,Michael,NULL,Ealy,1973-08-03,"Michael Brown, professionally known as Michae","Silver Spring - Maryland "
8188,Jean,Speegle,Howard,1927-01-31,,
8191,Chris,NULL,Ellis,1956-04-14,"From Wikipedia, the free encyclopedia

Chris ","Dallas, Texas, USA"
8197,Sebastian,NULL,Koch,1962-05-31,"From Wikipedia, the free encyclopedia.

Sebas","Karlsruhe, Germany"
8210,Wes,NULL,Bentley,1978-09-04,"From Wikipedia, the free encyclopedia

Wesley","Jonesboro, Arkansas, USA"
8211,Mena,NULL,Suvari,1979-02-13,"Mena Alexandra Suvari (born February 13, 1979","Newport, Rhode Island, US"
8229,Rod,NULL,Taylor,1930-01-11,"From Wikipedia, the free encyclopedia

Rodney","Sydney, Australia"
8289,Billy,NULL,Crudup,1968-07-08,"From Wikipedia, the free encyclopedia.

Willi","Manhasset, New York, USA"
8293,Marion,NULL,Cotillard,1975-09-30,"Marion Cotillard (born 30 September 1975) is ","Paris, France"
8294,Robert,NULL,Guillaume,1927-11-30,"​From Wikipedia, the free encyclopedia.  

Ro","St. Louis, Missouri, Unit"
8329,Radha,NULL,Mitchell,1973-11-12,"From Wikipedia, the free encyclopedia.

Radha","Melbourne, Victoria, Aust"
8335,Kim,NULL,Coates,1959-01-02,"From Wikipedia, the free encyclopedia.

Kim C","Saskatoon, Saskatchewan, "
8349,Martin,NULL,Sheen,1940-08-03,"​From Wikipedia, the free encyclopedia.

Ramó","Dayton, Ohio, USA"
8358,Dean,NULL,Copkov,0000-00-00,,
8370,Pierre,NULL,Henry,0000-00-00,,
8395,Luke,NULL,Perry,1965-10-11,"From Wikipedia, the free encyclopedia

Luke P","Mansfield, Ohio, USA"
8396,Tommy,NULL,Lister,1958-06-24,"Tommy ""Tiny"" Lister (born Thomas Lister, Jr.;","Compton, California, USA"
8397,Charlie,NULL,Creed-Miles,1972-03-24,,
8398,John,NULL,Bluthal,1929-08-12,,
8399,Christopher,NULL,Fairbank,1953-10-04,,
8400,Kim,NULL,Chan,1917-12-28,,
8435,Stephen,NULL,Dillane,1956-11-30,"​From Wikipedia, the free encyclopedia

Steph","London, England, UK"
8436,Miranda,NULL,Richardson,1958-03-03,"From Wikipedia, the free encyclopedia  Mirand","Southport, Lancashire, UK"
8437,Teri,NULL,Garr,1944-12-11,"From Wikipedia, the free encyclopedia.

Terry","Lakewood, Ohio, USA"
8447,Jeff,NULL,Daniels,1955-02-19,"From Wikipedia, the free encyclopedia.

Jeffr","Athens, Georgia, USA"
8534,Kathy,NULL,Bates,1948-06-28,"From Wikipedia, the free encyclopedia.

Kathl","Memphis, Tennessee, USA"
8535,Gloria,NULL,Stuart,1910-07-04,"From Wikipedia, the free encyclopedia.

Glori","Santa Monica, California,"
8536,Victor,NULL,Garber,1949-03-16,"​From Wikipedia, the free encyclopedia.  

Vi","London, Ontario, Canada"
8537,Jonathan,NULL,Hyde,1948-05-21,"From Wikipedia, the free encyclopedia

Jonath","Brisbane, Australia"
8538,Lewis,NULL,Abernathy,0000-00-00,,
8539,Nicholas,NULL,Cascone,1963-04-20,,
8540,Danny,NULL,Nucci,1968-09-15,"From Wikipedia, the free encyclopedia.

Danny","Klagenfurt, Carinthia, Au"
8541,Jason,NULL,Barry,1972-12-14,"From Wikipedia, the free encyclopedia

Jason ","Dublin, Ireland"
8543,Lew,NULL,Palter,0000-00-00,,
8544,Eric,NULL,Braeden,1941-04-03,"From Wikipedia, the free encyclopedia

Eric B","Bredenbek, Germany"
8545,Bernard,NULL,Fox,1927-05-11,,
8547,Jonathan,NULL,Phillips,0000-00-00,,
8548,Edward,NULL,Fletcher,0000-00-00,,
8549,Scott,G.,Anderson,0000-00-00,,
8550,Martin,NULL,East,0000-00-00,,
8551,Gregory,NULL,Cooke,0000-00-00,,
8552,Alexandrea,NULL,Owens,1988-11-08,,"San Diego, CA"
8553,Seth,NULL,Adkins,1989-10-30,"From Wikipedia, the free encyclopedia.

Seth ","Albuquerque, New Mexico, "
8602,Alice,NULL,Braga,1983-04-15,"Alice Braga Moraes (born April 15, 1983) is a","São Paulo, Brazil"
8654,Matthew,NULL,Modine,1959-03-22,"From Wikipedia, the free encyclopedia.

Matth","Loma Linda, California, U"
8655,R.,Lee,Ermey,1944-03-24,"From Wikipedia, the free encyclopedia.

Ronal","Emporia, Kansas, USA"
8688,Diego,NULL,Luna,1979-12-29,"​From Wikipedia, the free encyclopedia

Diego","Mexico City, Distrito Fed"
8689,Barry,Shabaka,Henley,1954-09-15,"From Wikipedia, the free encyclopedia.

Barry","New Orleans - Louisiana -"
8690,Kumar,NULL,Pallana,0000-00-00,,
8691,Zoe,NULL,Saldana,1978-06-19,"Zoë Yadira Saldana was born June 19, 1978 in ","New Jersey, U.S."
